contr_id;paym_date;summ;rem
12;2023-02-07;105183,17;по факту
12;2023-03-07;143816,12;по факту
12;2023-01-08;134956,35;по факту
12;2023-01-09;48426,47;аванс
12;2023-01-10;86463,67;аванс
12;2023-02-08;111496,59;по факту
12;2023-02-09;64513,92;по факту
12;2023-02-09;76901,04;по факту
13;2023-01-06;72796,4;аванс
13;2023-01-07;71801,75;аванс
13;2023-02-07;120270,67;по факту
13;2023-03-07;145367,95;по факту
13;2023-01-08;57542,54;по факту
13;2023-01-09;17325,04;аванс
13;2023-01-10;135656,91;аванс
13;2023-02-08;142878,11;по факту
13;2023-02-09;126237,86;по факту
13;2023-02-09;132284,75;по факту
14;2023-01-06;59265,88;аванс
14;2023-01-07;138497;аванс
14;2023-02-07;81704,57;по факту
14;2023-03-07;147041,2;по факту
14;2023-01-08;19718,61;по факту
14;2023-01-09;52713,47;аванс
14;2023-01-10;148294,96;аванс
14;2023-02-08;28893,83;по факту
14;2023-02-09;11492;по факту
14;2023-02-09;108322,5;по факту
15;2023-01-06;131995,95;аванс
15;2023-01-07;139528,57;аванс
15;2023-02-07;136050,16;по факту
15;2023-03-07;66083,04;по факту
15;2023-01-08;12769,28;по факту
15;2023-01-09;90185,92;аванс
15;2023-01-10;31823,26;аванс
15;2023-02-08;125625,75;по факту
15;2023-02-09;16843,33;по факту
15;2023-02-09;135002,21;по факту
16;2023-01-06;104477,05;аванс
16;2023-01-07;42734,1;аванс
16;2023-02-07;114795,05;по факту
16;2023-03-07;1156,56;по факту
16;2023-01-08;105826,31;по факту
16;2023-01-09;128500,01;аванс
16;2023-01-10;129913,8;аванс
16;2023-02-08;42783,53;по факту
16;2023-02-09;131164,08;по факту
16;2023-02-09;97545,71;по факту
17;2023-01-06;23748,06;аванс
17;2023-01-07;91583,22;аванс
17;2023-02-07;56907,88;по факту
17;2023-03-07;90344,71;по факту
17;2023-01-08;54300,16;по факту
17;2023-01-09;51160,7;аванс
17;2023-01-10;33195,85;аванс
17;2023-02-08;122510,35;по факту
17;2023-02-09;48256,36;по факту
17;2023-02-09;117761,42;по факту
18;2023-01-06;123809,06;аванс
18;2023-01-07;51773,78;аванс
18;2023-02-07;148759,94;по факту
18;2023-03-07;14766,09;по факту
18;2023-01-08;96676,01;по факту
18;2023-01-09;7341,68;аванс
18;2023-01-10;18477,51;аванс
18;2023-02-08;82431,04;по факту
18;2023-02-09;80155,07;по факту
18;2023-02-09;118896,95;по факту
19;2023-01-06;131996,62;аванс
19;2023-01-07;27189,08;аванс
19;2023-02-07;41370,7;по факту
19;2023-03-07;110774,88;по факту
19;2023-01-08;123105,74;по факту
19;2023-01-09;47369,92;аванс
19;2023-01-10;148024,32;аванс
19;2023-02-08;23097,28;по факту
19;2023-02-09;149676,13;по факту
19;2023-02-09;140489,59;по факту
20;2023-01-06;132051,66;аванс
20;2023-01-07;96764,89;аванс
20;2023-02-07;75567,95;по факту
20;2023-03-07;28903,63;по факту
20;2023-01-08;133174,52;по факту
20;2023-01-09;43652,49;аванс
20;2023-01-10;134798,55;аванс
20;2023-02-08;12362,31;по факту
20;2023-02-09;15860,57;по факту
20;2023-02-09;21574,14;по факту
21;2023-01-06;95225,88;аванс
21;2023-01-07;68,6;аванс
21;2023-02-07;57149,79;по факту
21;2023-03-07;139190,74;по факту
21;2023-01-08;148777,43;по факту
21;2023-01-09;90117,36;аванс
21;2023-01-10;38133,8;аванс
21;2023-02-08;74474,47;по факту
21;2023-02-09;19446,3;по факту
21;2023-02-09;89329,28;по факту
22;2023-01-06;109611,67;аванс
22;2023-01-07;71253,28;аванс
22;2023-02-07;97646,27;по факту
22;2023-03-07;60447,71;по факту
22;2023-01-08;41388,94;по факту
22;2023-01-09;44479,78;аванс
22;2023-01-10;73487,27;аванс
22;2023-02-08;58114,65;по факту
22;2023-02-09;132494,18;по факту
22;2023-02-09;9435,85;по факту
23;2023-01-06;60919,41;аванс
23;2023-01-07;125263,33;аванс
23;2023-02-07;34292,91;по факту
23;2023-03-07;4658,21;по факту
23;2023-01-08;104290,62;по факту
23;2023-01-09;93777,24;аванс
23;2023-01-10;126506,35;аванс
23;2023-02-08;116541,59;по факту
23;2023-02-09;6890,93;по факту
23;2023-02-09;51008,08;по факту
24;2023-01-06;96509,54;аванс
24;2023-01-07;103348,51;аванс
24;2023-02-07;127737,97;по факту
24;2023-03-07;106687,12;по факту
24;2023-01-08;73381,09;по факту
24;2023-01-09;87876,39;аванс
24;2023-01-10;115638,02;аванс
24;2023-02-08;34291,26;по факту
24;2023-02-09;61146,04;по факту
24;2023-02-09;82523,61;по факту
25;2023-01-06;64535,63;аванс
25;2023-01-07;101173,81;аванс
25;2023-02-07;88815,01;по факту
25;2023-03-07;8665,99;по факту
25;2023-01-08;144349,47;по факту
25;2023-01-09;135861,38;аванс
25;2023-01-10;3767,17;аванс
25;2023-02-08;105927,24;по факту
25;2023-02-09;93226,44;по факту
25;2023-02-09;44688,01;по факту
26;2023-01-06;111901,24;аванс
26;2023-01-07;47177,17;аванс
26;2023-02-07;25868,02;по факту
26;2023-03-07;44451,66;по факту
26;2023-01-08;138084,69;по факту
26;2023-01-09;30226,74;аванс
26;2023-01-10;100690,71;аванс
26;2023-02-08;130353,98;по факту
26;2023-02-09;72399,79;по факту
26;2023-02-09;36095,57;по факту
27;2023-01-06;78932,71;аванс
27;2023-01-07;141762,17;аванс
27;2023-02-07;130367,63;по факту
27;2023-03-07;59785,04;по факту
27;2023-01-08;42764,8;по факту
27;2023-01-09;33953,84;аванс
27;2023-01-10;59007,09;аванс
27;2023-02-08;66600,74;по факту
27;2023-02-09;86877,7;по факту
27;2023-02-09;111322,83;по факту
28;2023-01-06;57327,61;аванс
28;2023-01-07;68902,99;аванс
28;2023-02-07;122096,33;по факту
28;2023-03-07;56797,65;по факту
28;2023-01-08;60758,77;по факту
28;2023-01-09;117948,16;аванс
28;2023-01-10;62874,77;аванс
28;2023-02-08;106851,25;по факту
28;2023-02-09;78669,56;по факту
28;2023-02-09;111239,54;по факту
29;2023-01-06;98032,42;аванс
29;2023-01-07;33266,27;аванс
29;2023-02-07;55574,53;по факту
29;2023-03-07;50826,22;по факту
29;2023-01-08;104092,65;по факту
29;2023-01-09;95922,06;аванс
29;2023-01-10;64274,75;аванс
29;2023-02-08;120499,8;по факту
29;2023-02-09;108004,03;по факту
29;2023-02-09;55829,63;по факту
30;2023-01-06;78596,64;аванс
30;2023-01-07;28493,27;аванс
30;2023-02-07;59388,18;по факту
30;2023-03-07;62647,25;по факту
30;2023-01-08;49429,42;по факту
30;2023-01-09;10427,78;аванс
30;2023-01-10;85474,49;аванс
30;2023-02-08;148009,2;по факту
30;2023-02-09;47738,05;по факту
30;2023-02-09;4343,18;по факту
31;2023-01-06;147467,1;аванс
31;2023-01-07;105284,57;аванс
31;2023-02-07;146234,87;по факту
31;2023-03-07;38034,12;по факту
31;2023-01-08;50165,55;по факту
31;2023-01-09;86617,03;аванс
31;2023-01-10;21189,61;аванс
31;2023-02-08;11703,98;по факту
31;2023-02-09;85497,86;по факту
31;2023-02-09;146353,49;по факту
32;2023-01-06;4560,29;аванс
32;2023-01-07;115251,67;аванс
32;2023-02-07;43096,96;по факту
32;2023-03-07;114079,91;по факту
32;2023-01-08;91850,65;по факту
32;2023-01-09;94013,94;аванс
32;2023-01-10;146781,04;аванс
32;2023-02-08;122490,17;по факту
32;2023-02-09;70107,64;по факту
32;2023-02-09;143166,62;по факту
33;2023-01-06;77809,1;аванс
33;2023-01-07;14271,24;аванс
33;2023-02-07;7792,99;по факту
33;2023-03-07;84044,01;по факту
33;2023-01-08;1844,06;по факту
33;2023-01-09;21516,68;аванс
33;2023-01-10;106692,83;аванс
33;2023-02-08;6190,23;по факту
33;2023-02-09;108084,48;по факту
33;2023-02-09;136946,71;по факту
34;2023-01-06;19847,1;аванс
34;2023-01-07;133556,14;аванс
34;2023-02-07;32384,34;по факту
34;2023-03-07;114166,65;по факту
34;2023-01-08;90654,74;по факту
34;2023-01-09;60930,21;аванс
34;2023-01-10;35111,68;аванс
34;2023-02-08;97423,82;по факту
34;2023-02-09;62273,8;по факту
34;2023-02-09;58288,31;по факту
35;2023-01-06;97233,07;аванс
35;2023-01-07;31498,63;аванс
35;2023-02-07;68729,61;по факту
35;2023-03-07;60321,23;по факту
35;2023-01-08;107841,17;по факту
35;2023-01-09;62254;аванс
35;2023-01-10;113870,26;аванс
35;2023-02-08;41604,06;по факту
35;2023-02-09;95948,51;по факту
35;2023-02-09;30357,48;по факту
36;2023-01-06;89580,45;аванс
36;2023-01-07;41974,81;аванс
36;2023-02-07;66751,18;по факту
36;2023-03-07;106764,36;по факту
36;2023-01-08;52445,62;по факту
36;2023-01-09;103889,09;аванс
36;2023-01-10;66135,38;аванс
36;2023-02-08;49659,47;по факту
36;2023-02-09;8694,21;по факту
36;2023-02-09;130045,43;по факту
37;2023-01-06;52786,55;аванс
37;2023-01-07;54232,02;аванс
37;2023-02-07;113492,9;по факту
37;2023-03-07;138396,21;по факту
37;2023-01-08;59122,58;по факту
37;2023-01-09;89400,67;аванс
37;2023-01-10;108428,16;аванс
37;2023-02-08;72724,3;по факту
37;2023-02-09;122190,11;по факту
37;2023-02-09;119112,8;по факту
38;2023-01-06;90955,76;аванс
38;2023-01-07;136841,14;аванс
38;2023-02-07;75571,55;по факту
38;2023-03-07;127364,74;по факту
38;2023-01-08;84024,99;по факту
38;2023-01-09;107240,77;аванс
38;2023-01-10;65879,21;аванс
38;2023-02-08;3014,45;по факту
38;2023-02-09;1948,94;по факту
38;2023-02-09;138912,93;по факту
39;2023-01-06;105073,05;аванс
39;2023-01-07;140162,95;аванс
39;2023-02-07;59091,74;по факту
39;2023-03-07;104706,72;по факту
39;2023-01-08;89805,97;по факту
39;2023-01-09;129550,01;аванс
39;2023-01-10;82131,32;аванс
39;2023-02-08;117926,65;по факту
39;2023-02-09;142044,25;по факту
39;2023-02-09;125985,05;по факту
40;2023-01-06;75395,44;аванс
40;2023-01-07;39733,66;аванс
40;2023-02-07;7945,77;по факту
40;2023-03-07;45534,06;по факту
40;2023-01-08;95680,05;по факту
40;2023-01-09;41327,54;аванс
40;2023-01-10;84963,34;аванс
40;2023-02-08;21377,74;по факту
40;2023-02-09;98154,15;по факту
40;2023-02-09;19361,76;по факту
41;2023-01-06;63663,23;аванс
41;2023-01-07;113332,04;аванс
41;2023-02-07;92218,53;по факту
41;2023-03-07;20473,59;по факту
41;2023-01-08;100656,68;по факту
41;2023-01-09;37550,65;аванс
41;2023-01-10;11447,5;аванс
41;2023-02-08;136322,78;по факту
41;2023-02-09;13500,63;по факту
41;2023-02-09;71854,91;по факту
42;2023-01-06;147898,26;аванс
42;2023-01-07;40693,95;аванс
42;2023-02-07;40037,85;по факту
42;2023-03-07;105731;по факту
42;2023-01-08;57544,18;по факту
42;2023-01-09;38522,26;аванс
42;2023-01-10;110519,83;аванс
42;2023-02-08;51997,66;по факту
42;2023-02-09;127652,32;по факту
42;2023-02-09;31476,95;по факту
43;2023-01-06;100844,84;аванс
43;2023-01-07;67852,8;аванс
43;2023-02-07;43874,98;по факту
43;2023-03-07;123332,72;по факту
43;2023-01-08;42862,92;по факту
43;2023-01-09;80117,85;аванс
43;2023-01-10;135128,46;аванс
43;2023-02-08;19600,76;по факту
43;2023-02-09;123283,98;по факту
43;2023-02-09;17019,13;по факту
44;2023-01-06;116197,2;аванс
44;2023-01-07;24926,36;аванс
44;2023-02-07;104281,22;по факту
44;2023-03-07;17008,8;по факту
44;2023-01-08;26745,93;по факту
44;2023-01-09;80127,8;аванс
44;2023-01-10;1053,73;аванс
44;2023-02-08;13530,43;по факту
44;2023-02-09;95284,84;по факту
44;2023-02-09;92704,64;по факту
45;2023-01-06;90507,03;аванс
45;2023-01-07;138350,09;аванс
45;2023-02-07;94734,48;по факту
45;2023-03-07;43685,19;по факту
45;2023-01-08;42442,33;по факту
45;2023-01-09;57530,47;аванс
45;2023-01-10;87321,68;аванс
45;2023-02-08;147949,29;по факту
45;2023-02-09;38995,35;по факту
45;2023-02-09;1899,97;по факту
46;2023-01-06;105586,4;аванс
46;2023-01-07;54662,83;аванс
46;2023-02-07;89075,07;по факту
46;2023-03-07;54938,57;по факту
46;2023-01-08;75684,82;по факту
46;2023-01-09;3576,82;аванс
46;2023-01-10;3748,32;аванс
46;2023-02-08;93292,82;по факту
46;2023-02-09;39704,02;по факту
46;2023-02-09;95362,57;по факту
47;2023-01-06;130545,37;аванс
47;2023-01-07;33291,34;аванс
47;2023-02-07;66400,39;по факту
47;2023-03-07;72006,41;по факту
47;2023-01-08;4280,11;по факту
47;2023-01-09;52080,68;аванс
47;2023-01-10;25167,97;аванс
47;2023-02-08;92163,97;по факту
47;2023-02-09;88591,65;по факту
47;2023-02-09;137904,79;по факту
48;2023-01-06;64530,09;аванс
48;2023-01-07;105018,28;аванс
48;2023-02-07;136374,77;по факту
48;2023-03-07;67473,62;по факту
48;2023-01-08;114396,59;по факту
48;2023-01-09;3566,68;аванс
48;2023-01-10;122019,68;аванс
48;2023-02-08;131139,44;по факту
48;2023-02-09;4772,66;по факту
48;2023-02-09;49968,57;по факту
49;2023-01-06;144698,62;аванс
49;2023-01-07;18657,85;аванс
49;2023-02-07;113686,37;по факту
49;2023-03-07;880,78;по факту
49;2023-01-08;147655,46;по факту
49;2023-01-09;39285,86;аванс
49;2023-01-10;140718,98;аванс
49;2023-02-08;138337,35;по факту
49;2023-02-09;135041,14;по факту
49;2023-02-09;40182,16;по факту
50;2023-01-06;149780,78;аванс
50;2023-01-07;44812,14;аванс
50;2023-02-07;58597,65;по факту
50;2023-03-07;113765,5;по факту
50;2023-01-08;96190,98;по факту
50;2023-01-09;49870,85;аванс
50;2023-01-10;32367,65;аванс
50;2023-02-08;50983,78;по факту
50;2023-02-09;75807,47;по факту
50;2023-02-09;121519,06;по факту
51;2023-01-06;77416,63;аванс
51;2023-01-07;146695,36;аванс
51;2023-02-07;26968,14;по факту
51;2023-03-07;23209,76;по факту
51;2023-01-08;68621,77;по факту
51;2023-01-09;47094,16;аванс
51;2023-01-10;65723,89;аванс
51;2023-02-08;12640,79;по факту
51;2023-02-09;99903,75;по факту
51;2023-02-09;116429,58;по факту
52;2023-01-06;35389,77;аванс
52;2023-01-07;14967,06;аванс
52;2023-02-07;26877,26;по факту
52;2023-03-07;11373,26;по факту
52;2023-01-08;136582,67;по факту
52;2023-01-09;36371,97;аванс
52;2023-01-10;102856,41;аванс
52;2023-02-08;10795,11;по факту
52;2023-02-09;28509,82;по факту
52;2023-02-09;143622,14;по факту
53;2023-01-06;43335,63;аванс
53;2023-01-07;6509,28;аванс
53;2023-02-07;33882,56;по факту
53;2023-03-07;128632,31;по факту
53;2023-01-08;12368,68;по факту
53;2023-01-09;136454,8;аванс
53;2023-01-10;77000,16;аванс
53;2023-02-08;144674,14;по факту
53;2023-02-09;62328,82;по факту
53;2023-02-09;86018,28;по факту
54;2023-01-06;6532,74;аванс
54;2023-01-07;136556,22;аванс
54;2023-02-07;63842,48;по факту
54;2023-03-07;107116,27;по факту
54;2023-01-08;83537,13;по факту
54;2023-01-09;125079,41;аванс
54;2023-01-10;142709,13;аванс
54;2023-02-08;132535,67;по факту
54;2023-02-09;55243,6;по факту
54;2023-02-09;70127,34;по факту
55;2023-01-06;114594,65;аванс
55;2023-01-07;49911,47;аванс
55;2023-02-07;27593,09;по факту
55;2023-03-07;141114,54;по факту
55;2023-01-08;145475,62;по факту
55;2023-01-09;95484,49;аванс
55;2023-01-10;127193,77;аванс
55;2023-02-08;10618,73;по факту
55;2023-02-09;32670,49;по факту
55;2023-02-09;47503,53;по факту
56;2023-01-06;12485,53;аванс
56;2023-01-07;85591,2;аванс
56;2023-02-07;103492,28;по факту
56;2023-03-07;53379,1;по факту
56;2023-01-08;123604,98;по факту
56;2023-01-09;92105,03;аванс
56;2023-01-10;81387,22;аванс
56;2023-02-08;118210,39;по факту
56;2023-02-09;87944,71;по факту
56;2023-02-09;69196,7;по факту
57;2023-01-06;76994,64;аванс
57;2023-01-07;37067,3;аванс
57;2023-02-07;50872,78;по факту
57;2023-03-07;147619,92;по факту
57;2023-01-08;73802,83;по факту
57;2023-01-09;65122,73;аванс
57;2023-01-10;2195,35;аванс
57;2023-02-08;69186,51;по факту
57;2023-02-09;42116,45;по факту
57;2023-02-09;137635,04;по факту
58;2023-01-06;133223,22;аванс
58;2023-01-07;43405,86;аванс
58;2023-02-07;108894,48;по факту
58;2023-03-07;83319,73;по факту
58;2023-01-08;87227,09;по факту
58;2023-01-09;107808,09;аванс
58;2023-01-10;140967,33;аванс
58;2023-02-08;62160,32;по факту
58;2023-02-09;117160,86;по факту
58;2023-02-09;123555,94;по факту
59;2023-01-06;77952,84;аванс
59;2023-01-07;137067,35;аванс
59;2023-02-07;9412,72;по факту
59;2023-03-07;148910,98;по факту
59;2023-01-08;47857,62;по факту
59;2023-01-09;143728,03;аванс
59;2023-01-10;16613,41;аванс
59;2023-02-08;116407,8;по факту
59;2023-02-09;36528,26;по факту
59;2023-02-09;65463,78;по факту
60;2023-01-06;80390,3;аванс
60;2023-01-07;33495,78;аванс
60;2023-02-07;4221,46;по факту
60;2023-03-07;26599,34;по факту
60;2023-01-08;83908,47;по факту
60;2023-01-09;140052,59;аванс
60;2023-01-10;88467,36;аванс
60;2023-02-08;82999,39;по факту
60;2023-02-09;51324,7;по факту
60;2023-02-09;31108,07;по факту
61;2023-01-06;18101,74;аванс
61;2023-01-07;6608,22;аванс
61;2023-02-07;108085,28;по факту
61;2023-03-07;55731,81;по факту
61;2023-01-08;17073,4;по факту
61;2023-01-09;3378,08;аванс
61;2023-01-10;21667,24;аванс
61;2023-02-08;25903,71;по факту
61;2023-02-09;120674,77;по факту
61;2023-02-09;60565,49;по факту
62;2023-01-06;146037,04;аванс
62;2023-01-07;61014,11;аванс
62;2023-02-07;88603,02;по факту
62;2023-03-07;7413,62;по факту
62;2023-01-08;57478,17;по факту
62;2023-01-09;125851,57;аванс
62;2023-01-10;3678,31;аванс
62;2023-02-08;57341,5;по факту
62;2023-02-09;135668,05;по факту
62;2023-02-09;29077,97;по факту
63;2023-01-06;60342,89;аванс
63;2023-01-07;56792,33;аванс
63;2023-02-07;35808,5;по факту
63;2023-03-07;13424,34;по факту
63;2023-01-08;44802,15;по факту
63;2023-01-09;109341,7;аванс
63;2023-01-10;127105,84;аванс
63;2023-02-08;12916,81;по факту
63;2023-02-09;3658,4;по факту
63;2023-02-09;105236,34;по факту
64;2023-01-06;40266,47;аванс
64;2023-01-07;131042,2;аванс
64;2023-02-07;112124,45;по факту
64;2023-03-07;135828,26;по факту
64;2023-01-08;51645,23;по факту
64;2023-01-09;85756,62;аванс
64;2023-01-10;135471,13;аванс
64;2023-02-08;105552,46;по факту
64;2023-02-09;105017,39;по факту
64;2023-02-09;21701,49;по факту
65;2023-01-06;576,77;аванс
65;2023-01-07;90875,27;аванс
65;2023-02-07;62670,34;по факту
65;2023-03-07;49035,24;по факту
65;2023-01-08;129023,5;по факту
65;2023-01-09;35401,72;аванс
65;2023-01-10;38289,18;аванс
65;2023-02-08;65082,13;по факту
65;2023-02-09;102430,68;по факту
65;2023-02-09;98514,97;по факту
66;2023-01-06;149721,57;аванс
66;2023-01-07;23138,03;аванс
66;2023-02-07;74732,18;по факту
66;2023-03-07;136708,48;по факту
66;2023-01-08;72062,51;по факту
66;2023-01-09;53465,04;аванс
66;2023-01-10;41434;аванс
66;2023-02-08;139755,93;по факту
66;2023-02-09;40610,29;по факту
66;2023-02-09;147512,73;по факту
67;2023-01-06;135570,72;аванс
67;2023-01-07;69700,85;аванс
67;2023-02-07;62271,26;по факту
67;2023-03-07;67198,28;по факту
67;2023-01-08;48501,05;по факту
67;2023-01-09;28372,03;аванс
67;2023-01-10;11871,97;аванс
67;2023-02-08;19490,21;по факту
67;2023-02-09;69628,8;по факту
67;2023-02-09;105436,01;по факту
68;2023-01-06;144064,27;аванс
68;2023-01-07;106056,59;аванс
68;2023-02-07;51477,46;по факту
68;2023-03-07;125413,24;по факту
68;2023-01-08;20461,33;по факту
68;2023-01-09;46143,33;аванс
68;2023-01-10;87530,74;аванс
68;2023-02-08;19284,03;по факту
68;2023-02-09;77369,06;по факту
68;2023-02-09;63661,88;по факту
69;2023-01-06;85114,9;аванс
69;2023-01-07;5721,45;аванс
69;2023-02-07;34661,52;по факту
69;2023-03-07;109854,87;по факту
69;2023-01-08;106335,73;по факту
69;2023-01-09;118641,47;аванс
69;2023-01-10;119590,46;аванс
69;2023-02-08;117466,03;по факту
69;2023-02-09;75364,71;по факту
69;2023-02-09;35002,13;по факту
70;2023-01-06;100971,56;аванс
70;2023-01-07;32495,03;аванс
70;2023-02-07;34596,16;по факту
70;2023-03-07;116490,91;по факту
70;2023-01-08;18625,77;по факту
70;2023-01-09;61266,62;аванс
70;2023-01-10;116497,08;аванс
70;2023-02-08;103522,57;по факту
70;2023-02-09;131958,66;по факту
70;2023-02-09;31100,11;по факту
71;2023-01-06;50914,68;аванс
71;2023-01-07;21877,11;аванс
71;2023-02-07;9033,6;по факту
71;2023-03-07;62394,61;по факту
71;2023-01-08;57900,99;по факту
71;2023-01-09;6407,95;аванс
71;2023-01-10;84367,12;аванс
71;2023-02-08;40053,27;по факту
71;2023-02-09;62891,39;по факту
71;2023-02-09;50764,32;по факту
72;2023-01-06;74696,2;аванс
72;2023-01-07;73042,09;аванс
72;2023-02-07;132014,86;по факту
72;2023-03-07;106552,65;по факту
72;2023-01-08;121013,62;по факту
72;2023-01-09;65456,05;аванс
72;2023-01-10;18862,7;аванс
72;2023-02-08;101227,9;по факту
72;2023-02-09;76576,94;по факту
72;2023-02-09;46710,2;по факту
73;2023-01-06;11829,66;аванс
73;2023-01-07;899,49;аванс
73;2023-02-07;78620;по факту
73;2023-03-07;98445,69;по факту
73;2023-01-08;69359;по факту
73;2023-01-09;63183,29;аванс
73;2023-01-10;10137,35;аванс
73;2023-02-08;93686,3;по факту
73;2023-02-09;7695,65;по факту
73;2023-02-09;77575,62;по факту
74;2023-01-06;46791,2;аванс
74;2023-01-07;140742,79;аванс
74;2023-02-07;115505,61;по факту
74;2023-03-07;7681,36;по факту
74;2023-01-08;36298,37;по факту
74;2023-01-09;112072,34;аванс
74;2023-01-10;21061,23;аванс
74;2023-02-08;26679,12;по факту
74;2023-02-09;23120,62;по факту
74;2023-02-09;77792,97;по факту
75;2023-01-06;68079,1;аванс
75;2023-01-07;16220,15;аванс
75;2023-02-07;141683,99;по факту
75;2023-03-07;52802,16;по факту
75;2023-01-08;90091,87;по факту
75;2023-01-09;57391,99;аванс
75;2023-01-10;119245,56;аванс
75;2023-02-08;108492,89;по факту
75;2023-02-09;142272,44;по факту
75;2023-02-09;117694,9;по факту
76;2023-01-06;136610,79;аванс
76;2023-01-07;78167,29;аванс
76;2023-02-07;66642,07;по факту
76;2023-03-07;43266,64;по факту
76;2023-01-08;28422,54;по факту
76;2023-01-09;111638,37;аванс
76;2023-01-10;108898,48;аванс
76;2023-02-08;92650,88;по факту
76;2023-02-09;18319,68;по факту
76;2023-02-09;82121,21;по факту
77;2023-01-06;119173,06;аванс
77;2023-01-07;4636,47;аванс
77;2023-02-07;52076,19;по факту
77;2023-03-07;39471,49;по факту
77;2023-01-08;34243,24;по факту
77;2023-01-09;98463,27;аванс
77;2023-01-10;19906,63;аванс
77;2023-02-08;32153,03;по факту
77;2023-02-09;134245,89;по факту
77;2023-02-09;22709,01;по факту
78;2023-01-06;125003,41;аванс
78;2023-01-07;57967,71;аванс
78;2023-02-07;49202,53;по факту
78;2023-03-07;52814,01;по факту
78;2023-01-08;39096,28;по факту
78;2023-01-09;72279,08;аванс
78;2023-01-10;75196,72;аванс
78;2023-02-08;19882,86;по факту
